filename,target_classes,recording_device,device_placement,recording_environment,scene_description,license,collector_id,non_target_classes
001804.wav,footsteps;door_open_close;light_switch;running_water,iPhone 12 Pro,mobile,bathroom,I opened the door and walked into the bathroom. Then I closed the door and turn on the lights. I walked to the sink and turned on the water.,CC0 (Public Domain Dedication),6c97dd4a3a34b55e,none
003363.wav,running_water;footsteps;door_open_close,iPhone 11,static,office,I turned on the faucet and turned it off after a few seconds. Then I walked to the door and openend and closed it. Then I walked back to the faucet.,"CC-BY 4.0 (Attribution License), Author: Michael Hüttenberger",e0a5a0b636864507,towel_rustling
004025.wav,footsteps;cutlery_dishes;window_open_close,Iphone 15 Pro Max,mobile,bedroom,"I went to the table, put the cup on it, went to window, moved the curtain, opened the window",CC0 (Public Domain Dedication),c3cc8494e27e9e60,curtain_moving
001819.wav,keychain;phone_ringing;keyboard_typing,IPhone 13 Pro Max,static,office,"My phone started ringing while my keys were jingling in my hand as I searched for the phone. After stopping the alarm, I continued typing on my laptop.",CC0 (Public Domain Dedication),f817bf57845c3d7c,
001266.wav,wardrobe_drawer_open_close;cutlery_dishes;coffee_machine;running_water,iPhone 16,static,kitchen,"I opened the drawer, then closed it, took out a spoon, opened a cupboard and took out a cup. I filled the cup with water and then closed the cupboard. I then started making the coffee. I then opened the cupboard again, put back the spoon and closed it. In the end, I coughed.",CC0 (Public Domain Dedication),2da6d5bb645bf00f,traffic;coughing;cup_filling_up_with_water
000777.wav,footsteps;door_open_close,iPhone 13 Pro Max,mobile,living_room,"I walked across the living room toward my backpack. I opened it, placed my wallet inside, and closed it again.",CC0 (Public Domain Dedication),264dbfae05e2d6cb,backpack_zipper;wallet_handling;iphone_notification
004945.wav,vacuum_cleaner;window_open_close,iPhone 15 Pro,mobile,bedroom,While I am vacuming I opened the window.,CC0 (Public Domain Dedication),8915c2c6670989d7,
002212.wav,footsteps;toilet_flushing;door_open_close,Vivo X200 Ultra,mobile,toilet,"flushed the toilet, then opened the door and walked away",CC0 (Public Domain Dedication),b56155799c5c0972,
003997.wav,footsteps;phone_ringing;light_switch;keyboard_typing,Samsung Galaxy S25FE,static,kitchen,"Person walks to the light switch. Turns it on and off. then goes to a laptop and types something, while getting a message.",CC0 (Public Domain Dedication),b18a644ab0fb0ba7,
004233.wav,bell_ringing;door_open_close;footsteps,iPhone XR,mobile,hallway,I heard the doorbell ringing and walked toward the entrance. I opened the door to check outside and then closed it before walking away.,CC0 (Public Domain Dedication),362fa8e3c1162b25,none
003606.wav,cutlery_dishes;running_water,Samsung Galaxy S21,static,kitchen,I grabbed a glass from the cupboard and then filled it with water and placed it down.,CC0 (Public Domain Dedication),ea5e02b2852a30cf,
002662.wav,microwave;cutlery_dishes,iphone 14 pro,mobile,kitchen,The microwave is running while I am serching for a knife in the cutlery.,CC0 (Public Domain Dedication),4a17875f9e00a777,
000427.wav,footsteps;keychain;door_open_close;light_switch,iPhone 15 Pro,mobile,hallway,I walked up to the front door while my keys were clanking. I unlocked and opened the door with my keys. I stepped inside and switched on the light. I then closed the door behind me.,CC0 (Public Domain Dedication),be8e15658924b6d7,clothing_rustle
004994.wav,door_open_close;light_switch;wardrobe_drawer_open_close,Iphone 16 pro,mobile,bedroom,"I opened the door, turned on the light, then I open the drawer and took something from it, then I closed the drawer.","CC-BY 4.0 (Attribution License), Author: Sunny Kumar",b5684b0fb2f11bd5,
005339.wav,keyboard_typing;phone_ringing,iPhone 13,static,office,"I started typing on the keyboard and, while I was still typing, the phone started ringing. I continued typing while the phone rang.",CC0 (Public Domain Dedication),99f2fda2a4909115,
003421.wav,door_open_close;light_switch;footsteps;wardrobe_drawer_open_close,iPhone 16 Pro,mobile,bedroom;hallway,I entered my bedroom and flipped the light switch. Then I went to my wardrobe and closed its door. At the end I moved the curtains.,CC0 (Public Domain Dedication),a0e55d626d8cc6e3,curtain_movement
001102.wav,window_open_close;phone_ringing,HP Laptop 15s-eq2xxx,static,bedroom,"I opened the window and then closed it, then I took my phone and dialed a number with the numpad and called it",CC0 (Public Domain Dedication),513a0e20ffa21671,
003378.wav,bell_ringing;footsteps;door_open_close,ASUS VivoBook S14,static,living_room,My office Chair moves. The bell rings and I get up to walk to the Door. Then I open the Door.,"CC-BY 4.0 (Attribution License), Author: Michael Pesendorfer",55d540c2ac092af4,chair_moving
000636.wav,coffee_machine;running_water;phone_ringing;footsteps,Iphone 15,static,kitchen,I started the coffee machine then I walked to the sink and washed my hands while washing my hands I received 2 notifications stopped washing my hands and I dried them. The coffee machine stopped so I walked to it took out the coffee pod and picked up my coffee.,"CC-BY 4.0 (Attribution License), Author: Ardacan Özdemir",4742daf1c41babc6,pod_taking_out
002863.wav,toilet_flushing;light_switch;running_water;footsteps,Google Pixel 9,mobile,bathroom,"I flushed the toilet. Then I stood up, washed my hands, switched off the light and went out of the bathroom.",CC0 (Public Domain Dedication),49f5683baad61ffa,dishwasher
002424.wav,microwave;footsteps;window_open_close,iPhone 15 Pro,static,kitchen,"I opened and closed the microwave, started it and went to the balcony door to open it to let in some fresh air. Then I went back to open the finished microwave and open and close it again.",CC0 (Public Domain Dedication),a40d578fc3f26400,
004465.wav,bell_ringing;footsteps;wardrobe_drawer_open_close,Samsung Galaxy Z Fold 3,static,bedroom;hallway,A bell ringing sound occurs first. I then walked to a wardrobe or drawer and opened and closed it. Footsteps are audible between the actions.,"CC-BY 4.0 (Attribution License), Author: Robin Veliyath Koowakaden",5fd4758ee8ebe838,
002408.wav,door_open_close;wardrobe_drawer_open_close;keychain,iPhone 17,mobile,hallway;bedroom,"Phone carried from hallway into bedroom. Wardrobe door opened and drawer pulled out, keychain grabbed from shelf, walked back out to front door.",CC0 (Public Domain Dedication),74242677b16e8d16,clothing_rustle
003490.wav,footsteps;wardrobe_drawer_open_close;cutlery_dishes,iPad,static,kitchen,"I was in the kitchen and walked to a drawer. I opened it, moved the cutlery inside, and closed the drawer. Then I walked back toward the iPad.",CC0 (Public Domain Dedication),c40d3a38b84015c5,
002423.wav,keyboard_typing;phone_ringing;wardrobe_drawer_open_close,iPhone 15 Pro,static,office,"During some writing on the computer, my phone rang with an alarm. I pulled my phone out of my pocket and saw an appointment. I jumped up and opened my wardrobe to change my clothes.",CC0 (Public Domain Dedication),a40d578fc3f26400,pull_phone;chair_standup
004770.wav,window_open_close;footsteps;running_water,iPhone 11 Pro Max,mobile,bedroom;kitchen,"I started recording while standing near the window. I moved a chair, then opened and closed the window. After that I walked toward the kitchen and turned on the running water before stopping the recording.",CC0 (Public Domain Dedication),6dfe2c7d14ec5c9f,chair_movement
000484.wav,keyboard_typing;light_switch;door_open_close;footsteps,Iphone 13 Pro,mobile,bedroom;hallway,"I typed on the computer, and the keyboard typing is audible. I then stood up from the chair, and chair movement is slightly audible, before closing the computer. After that, I walked to the light switch and turned off the light. I then opened the first door, opened the second door, went out, closed the second door behind me, and finally walked through the hallway.","CC-BY 4.0 (Attribution License), Author: Andre Navas Rivera",eceb78118e7a2e8d,computer_closing;chair_movement
000206.wav,vacuum_cleaner;phone_ringing,iPhone,static,living_room,I turned on the vacuum cleaner and while it was running I got notifications on my phone.,"CC-BY 4.0 (Attribution License), Author: Alara Sude Nar",08474f78366cdd07,
003611.wav,footsteps;keychain;door_open_close;running_water,Iphone 15 Pro,mobile,hallway;bathroom,"I arrive home, take my keychain, unlock and open the door, and enter the apartment. I close the door behind me, walk to the bathroom, and turn on the water to wash my hands.","CC-BY 4.0 (Attribution License), Author: Mudar Aldebs",9226e34b0edf5672,shoes_rustle
003138.wav,coffee_machine;keychain,Xiaomi 11T Pro,static,kitchen,"I made me some coffee in the coffee machine and handed the car keys on the kitchen counter to my brother, after the beans were grinded.",CC0 (Public Domain Dedication),06df562730e79078,tv_noises
003629.wav,microwave;vacuum_cleaner;phone_ringing,Vivo Y76 5G,static,kitchen,I started the microwave in the kitchen. Then a vacuum cleaner started and my phone gave a notification,CC0 (Public Domain Dedication),a11ff4fbb02bfe90,
002477.wav,footsteps;bell_ringing,Iphone 15 Plus,mobile,hallway,I was walking in between rooms when I heard my door bell ring.,CC0 (Public Domain Dedication),0ad56db2216ace6f,
004957.wav,running_water;footsteps;coffee_machine;cutlery_dishes,iPhone 17 Pro ,static,kitchen,"I turn on the sink to get water, I filled the water tank of the machine and and then I turned the water off. I walked towards the coffee machine and inserted the tank. I grabbed a cup with a spoon inside and then I made coffee into the cup. I got the cup and stir it with a spoon. I place the cup on the counter.",CC0 (Public Domain Dedication),47855d2c2969abb1,coffee_dripping;placing_cup_on_counter;filling_plastic_container
003854.wav,light_switch;footsteps;running_water;coffee_machine,Samsung_S23,mobile,kitchen,"I turned on light at kitchen, started wash cup at sink, after that I started the coffee machine, then turned on the kitchen faucet to fill a glass.The coffee machine's gurgling overlapped with the running water for around 15 seconds.","CC-BY 4.0 (Attribution License), Author: Nikita Zychowska",80abc60ed3a88b53,gas_heating
002654.wav,microwave;running_water;cutlery_dishes,IPHONE 16 PRO,static,kitchen,"I washed dishes in a sink after that I put them on 
the dryer. Then I heat the food in the microwave",CC0 (Public Domain Dedication),a50cb4b9f4402b22,
001633.wav,coffee_machine;running_water,iphone 15,static,kitchen,I started the coffee_machine and after some time of waiting I additionally turned on the water to clean but stopped it afterwards.,CC0 (Public Domain Dedication),b4929ef29a367487,
003723.wav,running_water;cutlery_dishes;microwave,Iphon 14,static,kitchen,I was washing the plates while the tap was running and the microwave was on.,CC0 (Public Domain Dedication),38dc5f403e4789e5,
003174.wav,vacuum_cleaner;footsteps,iPhone 16,static,living_room,"I walked towards vacuum cleaner, I turned on the vacuum cleaner in the living room.","CC-BY 4.0 (Attribution License), Author: Martin Cakin",cadfbd35fa6ac49f,
004390.wav,vacuum_cleaner;phone_ringing,Samsung Galaxy S23,static,living_room,I moved the chairs aside and started vacuuming. Afterwards a notification popped up on my smartphone.,CC0 (Public Domain Dedication),79b3856094c49bb8,moving_chairs
000536.wav,vacuum_cleaner;keyboard_typing;phone_ringing;keychain,iPhone 13,static,office,Another person was vacuuming in the next room while I was typing at the computer. In all that the phone started to ring. As I knew this to be just a signal from a neighbour I grabbed my keys to went out.,CC0 (Public Domain Dedication),53cf24fd432c111c,
000439.wav,toilet_flushing;running_water,Samsung s21,static,bathroom,The toilet is flushes while water is running in the background,CC0 (Public Domain Dedication),3299057fa6caeb14,coughing
002692.wav,running_water;cutlery_dishes;phone_ringing,Iphone 15,static,kitchen,"I was filling a pot with water in the sink, while I was rearanging the dishes and suddenly my phone started ringing from the other room.",CC0 (Public Domain Dedication),b6510df984245bb9,
002901.wav,microwave;running_water;cutlery_dishes,iPhone 13,static,kitchen,"I turned on the microwave. While it was running, I turned on the sink tap and washed some dishes.","CC-BY 4.0 (Attribution License), Author: Luv Tripathi",b8e68fecda06986b,
004819.wav,wardrobe_drawer_open_close;window_open_close;footsteps,iPhone 17,mobile,bedroom,"opening a wardrobe, then closing it.walking to the window. opening a window, then closing it",CC0 (Public Domain Dedication),fd32a902f9861bd6,
002156.wav,cutlery_dishes;footsteps;microwave;running_water;window_open_close,Samsung Note 20 Ultra,static,kitchen,"I went to a different room to take a bowl, then I came back, put the bowl in the microwave and started the microwave. While it was working, I rinsed my hands. After it was done, I opened the microwave, took the bowl, and went to the window to close it.",CC0 (Public Domain Dedication),9a14498ab5e1b587,traffic
